날짜,품번,품목군,품목,코업,포승,포승이고,청호,한라,진성,청호이고,해드림,그린써브케이탑,본사,직송,재고합계,당월출고수량,직전출고수량,일일소비량,7일활동소비량,7일실질소비량,안전재고,상태,최소재고,최대재고,긴급발생횟수,긴급발생비율,재고_커버리지,소비_급증률,유형_분류,위험점수,위험등급
2026. 3. 2,25026,d. 유제품,HDM 락틱 버터25KG,211.00,50.00,,,,,,,,,,261.00,0.00,0,0.00,0.00,0.00,33.50,정상,71.00,255.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 2,25018,d. 유제품,UELZENA 마르켄 버터 10kg,531.00,"2,400.00",,,"1,241.00",,,,,,,"4,172.00",50.00,0,50.00,173.00,92.86,1031.50,주의,119.00,"1,338.00",6,15.79%,5.72,186.31%,보충임박,67.79,주의
2026. 3. 2,26006,d. 유제품,UELZENA 마르켄 스틱버터 2.5kg,0.00,"1,532.00",,"1,760.00",,,,,,,,"3,292.00",0.00,0,0.00,0.00,0.00,400.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 2,26010,d. 유제품,UELZENA 마르켄 포션버터 10g*200ea,138.00,360.00,,,,,,,2.00,,,500.00,0.00,0,0.00,5.50,3.14,65.08,정상,87.00,447.00,1,2.63%,43.91,175.00%,보충임박,54.17,주의
2026. 3. 2,24986,d. 유제품,발렌타인 포션버터 7g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.25,0.14,3.00,긴급,2.00,2.00,29,76.32%,0.00,175.00%,즉시보충,0.00,여유
2026. 3. 2,24987,d. 유제품,발렌타인 포션버터 10g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 2,24094,d. 유제품,SD 컴퍼니 모짜렐라 치즈 2.5kg*4ea,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 2,23144,d. 유제품,제니코 에멘탈 프라임 골드 1KG,107.88,,,,,,,,,,,107.88,2.00,0,2.00,0.25,0.29,8.50,정상,2.63,125.88,2,5.26%,377.56,87.50%,여유재고,27.44,여유
2026. 3. 2,23124,d. 유제품,팬시 파마산 슈레드치즈 907g,186.58,,,,,,,,,,,186.58,24.00,0,24.00,15.25,11.43,127.67,정상,22.58,197.50,3,7.89%,16.33,133.44%,여유재고,44.67,여유
2026. 3. 2,23141,d. 유제품,콜비잭 슈레드 치즈,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.14,0.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 3. 2,24096,d. 유제품,콜비잭치즈 슬라이스(21g),320.00,,,,,,,,,,,320.00,320.00,0,320.00,0.00,45.71,50.00,정상,2.00,320.00,25,65.79%,7.00,0.00%,여유재고,20.30,여유
2026. 3. 2,23103,d. 유제품,제니코 피자치즈 N50 2.5kg,101.00,,,,,,,,,,,101.00,31.00,0,31.00,6.75,4.71,99.00,정상,50.00,247.00,1,2.63%,21.42,143.18%,여유재고,45.81,여유
2026. 3. 2,23104,d. 유제품,제니코 피자토핑프라임 2.5kg,73.50,,,,,,,,,,,73.50,10.00,0,10.00,0.50,1.71,15.00,정상,16.00,87.75,1,2.63%,42.88,29.17%,여유재고,10.44,여유
2026. 3. 2,23112,d. 유제품,제니코 모짜체다 슈레드 치즈 2.5kg,128.00,,,,,,,,,,,128.00,0.00,0,0.00,5.00,2.86,40.00,정상,28.00,128.00,1,2.63%,44.80,175.00%,보충임박,54.14,주의
2026. 3. 2,23145,d. 유제품,옐로우 슈레드 치즈 2.5kg (냉장),80.00,,,,,,,,,,,80.00,0.00,0,0.00,0.00,0.00,75.00,정상,30.00,150.00,9,23.68%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 2,23118,d. 유제품,제니코 모짜 슬라이스(냉동) 18g 1kg*3ea,85.67,,,,,,,,,,,85.67,152.00,0,152.00,2.75,23.29,206.17,주의,0.67,373.00,16,42.11%,3.68,11.81%,여유재고,25.55,여유
2026. 3. 2,23100,d. 유제품,제니코 모짜프라임 골드 2.5kg,670.25,,,,,,,,,,,670.25,192.00,0,192.00,90.44,73.39,1303.38,주의,235.00,"1,727.75",7,18.42%,9.13,123.22%,여유재고,46.13,여유
2026. 3. 2,23101,d. 유제품,제니코 모짜프라임 500 2.5kg,252.75,,,,,,,,,,,252.75,18.00,0,18.00,7.75,6.00,105.00,정상,104.00,339.00,1,2.63%,42.13,129.17%,여유재고,40.46,여유
2026. 3. 2,23120,d. 유제품,프리미엄 모짜렐라 (냉장) 2.5kg,128.00,,,,,,,,,,,128.00,1.00,0,1.00,30.00,16.43,122.50,정상,6.00,221.00,6,15.79%,7.79,182.61%,보충임박,64.36,주의
2026. 3. 2,23134,d. 유제품,제니코 피자치즈 냉장 (독일산) 2.5kg,89.50,,,,,,,,,,,89.50,0.00,0,0.00,0.00,0.00,100.38,주의,89.50,194.50,10,26.32%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 2,23129,d. 유제품,모짜렐라치즈 오리지날 2.5kg,71.00,,,,,,,,,,,71.00,15.00,0,15.00,10.50,8.14,84.50,주의,5.00,161.00,5,13.16%,8.72,128.95%,여유재고,47.05,여유
2026. 3. 2,23140,d. 유제품,사푸토 모짜 2.77kg*8ea,57.75,99.00,,,,,,,,,,156.75,0.00,0,0.00,0.00,0.00,30.50,정상,12.75,81.75,3,7.89%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 2,23143,d. 유제품,칼라 체다 프라임 골드 2.5kg,200.00,,,,,,,,,,,200.00,3.00,0,3.00,19.69,11.39,134.88,정상,6.50,279.75,9,23.68%,17.55,172.81%,보충임박,59.43,주의
2026. 3. 2,23131,d. 유제품,제니코 모짜렐라 점보치즈스틱 2kg,80.00,,,,,,,,,,,80.00,0.00,0,0.00,5.00,2.86,32.50,정상,32.00,100.00,3,7.89%,28.00,175.00%,보충임박,55.86,주의
2026. 3. 2,23123,d. 유제품,아리바 슈프림 모짜렐라 1kg,18.00,,,,,,,,,,,18.00,0.00,0,0.00,0.00,0.00,25.00,주의,18.00,118.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 2,23132,d. 유제품,아리바 베이커리롤치즈 1kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,51.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 2,23142,d. 유제품,비앙카 체다 슬라이스 2kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,125.00,긴급,124.50,125.00,21,55.26%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 2,23968,d. 유제품,체다 슬라이스 100P 1.8kg,179.50,,,,,,,,,,,179.50,15.00,0,15.00,10.31,6.32,123.25,정상,96.25,280.00,1,2.63%,28.40,163.14%,보충임박,51.23,주의
2026. 3. 2,23962,d. 유제품,베이커리 슬라이스 치즈 1.8kg,104.25,,,,,,,,,,,104.25,8.00,0,8.00,7.75,5.14,94.38,정상,0.50,142.75,10,26.32%,20.27,150.69%,보충임박,52.94,주의
2026. 3. 2,24090,d. 유제품,엠보그 버거 슬라이스 (화이트) 84P,0.00,,,,,,,,,,,0.00,0.00,0,0.00,1.00,0.57,4.00,긴급,2.00,2.00,37,97.37%,0.00,175.00%,즉시보충,0.00,여유
2026. 3. 2,20551,e. 가공식품,제니코 켄터키후랑크 1kg,76.20,,,,,,,,,,,76.20,34.00,0,34.00,21.50,12.86,202.50,주의,10.20,155.20,18,47.37%,5.93,167.22%,보충임박,68.08,주의
2026. 3. 2,22175,e. 가공식품,오징어먹물 색소 500g,499.33,,,,,,,,,,,499.33,23.50,0,23.50,2.50,4.79,68.92,정상,384.00,645.83,1,2.63%,104.34,52.24%,여유재고,16.68,여유
2026. 3. 2,20905,e. 가공식품,마리네이티드 세그먼트 토마토 (1/4컷) 1kg,92.00,,,,,,,,,,,92.00,8.00,0,8.00,6.75,5.00,90.75,정상,1.00,218.00,7,18.42%,18.40,135.00%,여유재고,46.90,여유
2026. 3. 2,20906,e. 가공식품,마리네이티드 체리 토마토 (하프컷) 1kg,24.70,,,,,,,2.00,,,,26.70,4.00,0,4.00,34.48,19.56,66.45,주의,8.70,207.70,6,15.79%,1.26,176.28%,즉시보충,95.63,주의
2026. 3. 2,20907,e. 가공식품,냉동 블루베리 1kg,199.80,,,,,,,,,,,199.80,14.00,0,14.00,8.50,5.71,69.50,정상,34.80,224.80,1,2.63%,34.97,148.75%,여유재고,46.58,여유
2026. 3. 2,21515,e. 가공식품,바닐라빈 250g,0.00,,,,,,,,,12.00,,12.00,0.00,0,0.00,1.50,0.86,10.50,긴급,0.00,0.00,38,100.00%,0.00,175.00%,즉시보충,0.00,여유
2026. 3. 2,21516,e. 가공식품,바닐라빈 50g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,50.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 2,21517,e. 가공식품,바닐라빈 25g,0.00,,,,,,,,,145.00,,145.00,0.00,0,0.00,17.00,19.14,67.00,긴급,0.00,0.00,38,100.00%,0.00,88.81%,즉시보충,0.00,여유
2026. 3. 3,10401,a. 이스트(제조),생이스트 500g,370.53,"1,124.00",,,,,,,1.10,,,"1,495.63",867.83,260,607.83,431.05,238.24,2600.93,긴급,144.93,"1,286.83",34,89.47%,1.56,180.93%,즉시보충,104.32,우선처리
2026. 3. 3,10402,a. 이스트(제조),생이스트 15kg,0.00,,,,,,,,,,,0.00,90.00,0,90.00,0.00,12.86,135.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 3. 3,10405,a. 이스트(제조),생이스트 (냉동생지) 500g,2.95,,,,,,,,,,,2.95,16.00,0,16.00,1.33,2.86,24.00,긴급,0.95,25.00,26,68.42%,1.03,46.67%,즉시보충,76.11,주의
2026. 3. 3,10714,a. 이스트(제조),제니코 인스턴트이스트 5kg,30.50,70.00,,,,,,,,,,100.50,3.00,3,0.00,0.00,0.43,2.50,정상,27.25,39.25,1,2.63%,71.17,0.00%,여유재고,1.23,여유
2026. 3. 3,26102,a. 이스트(제조),인스턴트이스트 4g (2000),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,21323,a. 이스트,글로리팡 생이스트 500g,353.00,,,,,,,,,,,353.00,231.05,122,109.05,78.75,49.86,770.40,주의,39.00,737.90,19,50.00%,7.08,157.95%,보충임박,64.45,주의
2026. 3. 3,21347,a. 이스트,글로리팡 생이스트 벌크 20kg,160.00,,,,,,,,,,,160.00,0.00,0,0.00,53.33,22.86,320.00,주의,40.00,360.00,10,26.32%,7.00,233.33%,보충임박,82.41,주의
2026. 3. 3,21340,a. 이스트,레드스타 생이스트 500g,74.90,,,,,,,,,,,74.90,25.10,12,13.10,20.78,10.87,148.00,주의,3.00,151.00,21,55.26%,6.89,191.10%,보충임박,75.64,주의
2026. 3. 3,21343,a. 이스트,레드스타 생이스트 벌크 10kg,560.00,,,,,,,,,,,560.00,0.00,0,0.00,76.67,32.86,1105.00,주의,150.00,993.00,8,21.05%,17.04,233.33%,보충임박,77.14,주의
2026. 3. 3,21501,a. 이스트,냉동건조효모 (하이론댈) 골드라벨,255.75,,,,,,,,26.00,,,281.75,202.00,51,151.00,125.00,59.57,1132.13,긴급,208.75,"2,314.50",8,21.05%,4.29,209.83%,보충임박,78.81,주의
2026. 3. 3,21502,a. 이스트,냉동건조효모 (하이론댈),458.00,,,,,,,,,,,458.00,18.00,2,16.00,40.75,11.64,305.00,정상,61.50,796.00,4,10.53%,39.34,350.00%,보충임박,108.38,우선처리
2026. 3. 3,21301,a. 이스트,사프 인스턴트이스트 500g (R),486.35,616.00,,,,,,,,,,"1,102.35",84.00,27,57.00,193.99,49.56,1273.38,주의,44.35,857.35,31,81.58%,9.81,391.39%,보충임박,138.83,우선처리
2026. 3. 3,21302,a. 이스트,사프 인스턴트이스트 500g (G),345.60,,,,,,,,,,,345.60,96.00,81,15.00,123.33,79.41,941.75,주의,134.60,"1,312.60",11,28.95%,4.35,155.29%,보충임박,63.87,주의
2026. 3. 3,21303,a. 이스트,사프 인스턴트이스트 125g (R),75.17,648.00,,,,,,,,,,723.17,2.00,0,2.00,4.67,0.86,51.50,정상,26.17,170.17,1,2.63%,87.69,544.44%,보충임박,164.43,우선처리
2026. 3. 3,21305,a. 이스트,사프 인스턴트이스트 10kg (R),207.00,560.00,,,,,,,,,,767.00,0.00,0,0.00,43.33,18.57,130.00,정상,82.00,262.00,1,2.63%,11.15,233.33%,보충임박,75.01,주의
2026. 3. 3,21307,a. 이스트,사프 인스탄트이스트 10kg (R) (KKD),0.00,"1,077.00",,,,,,,,,,"1,077.00",0.00,0,0.00,0.00,0.00,250.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,21329,a. 이스트,사프 트레디지 400g,49.75,,,,,,,,,1.00,,50.75,1.00,1,0.00,0.25,0.29,2.00,정상,45.75,54.75,1,2.63%,174.13,87.50%,여유재고,27.06,여유
2026. 3. 3,21332,a. 이스트,리벤도 비디100 500g,25.00,,,,,,,,,1.40,,26.40,0.00,0,0.00,0.00,0.00,0.50,정상,20.00,26.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 3,21311,a. 이스트,엔젤 인스턴트이스트-고당 500g,220.00,900.00,,,,,,,,,,"1,120.00",2.70,0,2.70,2.50,1.36,77.43,정상,82.35,275.15,1,2.63%,161.26,183.25%,보충임박,55.81,주의
2026. 3. 3,21312,a. 이스트,엔젤 인스턴트이스트-저당 500g,240.90,"1,900.00",,,,,,,,,,"2,140.90",131.95,65,66.95,20.73,20.62,302.38,주의,91.05,326.80,3,7.89%,11.68,100.50%,여유재고,36.01,여유
2026. 3. 3,21313,a. 이스트,엔젤 인스턴트이스트-저당 10kg,173.00,"1,700.00",,,,,,,,,,"1,873.00",0.00,0,0.00,100.33,28.57,208.50,주의,90.00,290.00,1,2.63%,6.06,351.17%,보충임박,114.13,우선처리
2026. 3. 3,21316,a. 이스트,엔젤 인스턴트이스트-저당 5kg,0.00,600.00,,,,,,,,,,600.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,28,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,21322,a. 이스트,엔젤 와인이스트 500g,0.00,5.00,,,,,,,,4.00,,9.00,0.00,0,0.00,0.50,0.14,1.00,긴급,0.00,0.00,38,100.00%,0.00,350.00%,즉시보충,0.00,여유
2026. 3. 3,21318,b. 엑기스,엔젤 이스트엑기스분말,96.00,660.00,,,,,,,,,,756.00,200.00,200,0.00,250.00,28.57,560.00,긴급,46.00,105.00,21,55.26%,3.36,875.00%,보충임박,288.43,즉시처리
2026. 3. 3,10605,b. 엑기스(제조),불활성건조효모,24.00,339.00,,,,,,,,,,363.00,3.00,3,0.00,1.25,0.43,35.18,주의,22.00,47.00,1,2.63%,56.00,291.67%,보충임박,88.92,주의
2026. 3. 3,21228,b. 엑기스,스프링거 우마미 AA,21.00,,,,,,,,,,,21.00,7.00,7,0.00,0.00,1.00,0.00,정상,14.00,28.00,1,2.63%,21.00,0.00%,여유재고,2.91,여유
2026. 3. 3,21020,c. 베이커리믹스,강력분 밀가루 20kg,104.00,,,990.00,,858.00,,,,,,"1,952.00",76.00,38,38.00,52.50,24.86,313.00,긴급,104.00,912.00,2,5.26%,4.18,211.21%,보충임박,76.37,주의
2026. 3. 3,21021,c. 베이커리믹스,박력분 밀가루 20kg,82.00,,,198.00,,330.00,,,,,,610.00,20.00,15,5.00,22.25,4.86,104.50,주의,82.00,387.00,1,2.63%,16.88,458.09%,보충임박,140.91,우선처리
2026. 3. 3,21023,c. 베이커리믹스,트레일블레이저 밀가루 22.68kg,328.00,,,440.00,,,,,,,,768.00,70.00,70,0.00,0.00,10.00,135.00,정상,98.00,428.00,1,2.63%,32.80,0.00%,여유재고,2.05,여유
2026. 3. 3,21601,c. 베이커리믹스,베이킹파우더 300g,330.88,,,,,,,,8.50,,,339.38,60.00,42,18.00,19.56,12.46,193.44,정상,275.86,536.88,1,2.63%,26.55,156.95%,보충임박,49.49,여유
2026. 3. 3,21600,c. 베이커리믹스,베이킹파우더 20kg,254.00,,,,,,,,,,,254.00,168.00,11,157.00,56.50,26.71,301.50,주의,254.00,582.00,1,2.63%,9.51,211.50%,보충임박,69.23,주의
2026. 3. 3,21604,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 300g,586.38,,,,,,,,1.30,,,587.68,195.80,93,102.80,67.23,42.56,395.01,정상,358.38,967.38,1,2.63%,13.78,157.96%,보충임박,51.54,주의
2026. 3. 3,21603,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 20kg,270.00,,,,,,,,,,,270.00,67.00,12,55.00,37.00,22.29,131.00,정상,119.00,425.00,1,2.63%,12.12,166.03%,보충임박,54.46,주의
2026. 3. 3,21609,c. 베이커리믹스,베이킹파우더 플러스 20kg,273.00,,,,,,,,,,,273.00,0.00,0,0.00,33.67,0.14,150.50,정상,124.00,373.00,1,2.63%,1911.00,23566.67%,보충임박,7070.55,즉시처리
2026. 3. 3,21606,c. 베이커리믹스,베이킹파우더 A-300 20kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,21635,c. 베이커리믹스,S-2000 500g,68.91,,,,,,,,,,,68.91,24.00,16,8.00,9.25,4.14,69.00,주의,36.91,115.91,1,2.63%,16.63,223.28%,보충임박,70.51,주의
2026. 3. 3,21636,c. 베이커리믹스,S-2000 10kg,161.00,,,,,,,,,,,161.00,11.00,10,1.00,1.50,2.29,18.50,정상,23.00,182.00,1,2.63%,70.44,65.63%,여유재고,20.92,여유
2026. 3. 3,21634,c. 베이커리믹스,S-2000 (GOLD) 500g,93.76,,,,,,,,,,,93.76,14.00,5,9.00,9.00,4.29,73.50,정상,42.76,128.76,1,2.63%,21.88,210.00%,보충임박,65.81,주의
2026. 3. 3,21633,c. 베이커리믹스,S-2000 (GOLD) 10kg,93.00,,,,,,,,,,,93.00,0.00,0,0.00,3.67,1.43,83.00,정상,93.00,200.00,1,2.63%,65.10,256.67%,보충임박,78.29,주의
2026. 3. 3,21655,c. 베이커리믹스,이스트후드 20kg,31.00,,,,,,,,,,,31.00,0.00,0,0.00,0.33,0.00,27.00,정상,31.00,82.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 3,21685,c. 베이커리믹스,크라프트 플러스 (2) 3kg,106.80,,,,,,,,,,,106.80,4.00,0,4.00,5.67,2.00,45.00,정상,88.80,430.80,1,2.63%,53.40,283.33%,보충임박,86.46,주의
2026. 3. 3,24026,c. 베이커리믹스,슐로스브로트 25kg,0.00,,,,,,,,,,,0.00,185.00,0,185.00,0.00,26.43,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 3. 3,21133,d. 유제품,"골드라벨 휘핑크림 오리지날 1,030g*12ea",95.58,,,,,,,,,,,95.58,85.00,58,27.00,32.75,21.86,325.00,긴급,58.92,140.92,32,84.21%,4.37,149.84%,여유재고,73.23,주의
2026. 3. 3,21134,d. 유제품,"골드라벨 휘핑크림 무향 1,030g*12ea",36.00,,,,,,,,,,,36.00,5.00,5,0.00,2.50,1.43,39.00,주의,18.00,53.00,1,2.63%,25.20,175.00%,보충임박,55.01,주의
2026. 3. 3,21121,d. 유제품,골드라벨 휘핑크림 밀크향 (NEW),15.00,,,,,,,,,,,15.00,1.00,1,0.00,1.50,0.86,10.50,정상,10.00,37.00,1,2.63%,17.50,175.00%,보충임박,55.88,주의
2026. 3. 3,21127,d. 유제품,RPC 프로패셔널 휘핑크림,9.00,,,,,,,,,,,9.00,0.00,0,0.00,1.00,0.00,2.50,정상,2.00,12.00,31,81.58%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,21132,d. 유제품,RPC 데어리블랜드 쿠킹크림,11.00,,,,,,,,,,,11.00,4.00,0,4.00,0.00,0.57,54.50,긴급,11.00,33.00,23,60.53%,19.25,0.00%,점검필요,14.70,여유
2026. 3. 3,21135,d. 유제품,제니코식품/리치 쿠킹 크림 1L*12ea,1.00,,,,,,,,,,,1.00,0.00,0,0.00,0.00,0.00,0.50,정상,1.00,1.00,16,42.11%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,21122,d. 유제품,푸어앤휩 (레드) 휘핑크림,17.00,,,,,,,,,,,17.00,3.00,3,0.00,1.50,1.14,30.50,주의,2.00,23.00,6,15.79%,14.88,131.25%,여유재고,45.89,여유
2026. 3. 3,21120,d. 유제품,온탑 휘핑크림,20.00,,,,,,,,,,,20.00,0.00,0,0.00,4.00,0.29,42.50,주의,5.00,140.00,7,18.42%,70.00,1400.00%,보충임박,424.40,즉시처리
2026. 3. 3,21110,d. 유제품,베르사띠 휘핑크림 1L,16.00,,,,,,,,,,,16.00,0.00,0,0.00,0.00,0.00,5.00,정상,6.00,16.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 3,21117,d. 유제품,AERO TOP 휘핑크림,10.00,,,,,,,,,,,10.00,5.00,0,5.00,3.00,1.14,18.50,주의,2.00,27.00,12,31.58%,8.75,262.50%,보충임박,90.78,주의
2026. 3. 3,21126,d. 유제품,달럽 프라이드 휘핑크림,13.00,,,,,,,,,,,13.00,0.00,0,0.00,0.00,0.00,15.50,주의,9.00,29.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 3,23045,d. 유제품,비앙카 골드 크림치즈 1.36kg,586.60,,,,495.00,,,,,,,"1,081.60",257.00,128,129.00,76.03,48.87,460.55,정상,279.40,945.40,1,2.63%,12.00,155.56%,보충임박,51.36,주의
2026. 3. 3,23016,d. 유제품,비앙카 골드 크림치즈 벌크 13.6kg,817.00,,,,,,,,,,,817.00,183.00,30,153.00,62.00,30.86,919.50,주의,345.00,"1,902.00",1,2.63%,26.48,200.93%,보충임박,62.69,주의
2026. 3. 3,23126,d. 유제품,헤리티지 크림치즈 1.36kg,465.80,,,,,,,,4.00,3.00,,472.80,33.00,26,7.00,8.25,8.43,150.45,정상,94.00,477.90,1,2.63%,55.26,97.88%,여유재고,30.80,여유
2026. 3. 3,23015,d. 유제품,헤리티지 벌크 크림치즈 13.6kg,328.00,,,210.00,,210.00,,,,,,748.00,55.00,5,50.00,32.00,14.71,157.50,정상,165.00,386.00,1,2.63%,22.29,217.48%,보충임박,68.01,주의
2026. 3. 3,24093,d. 유제품,아메리칸 헤리티지 싱글 치즈,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,21,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,22992,d. 유제품,워남불 크림치즈 2kg (썬골드),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,32.42,긴급,9.83,66.00,35,92.11%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 3,22991,d. 유제품,워남불 크림치즈 10kg,"1,369.00",,,,"3,252.00",,,,,,,"4,621.00",523.00,390,133.00,68.75,90.00,911.00,정상,286.00,"1,860.00",2,5.26%,15.21,76.39%,여유재고,27.26,여유
2026. 3. 3,23012,d. 유제품,폴리 크림치즈 1.36kg,"1,029.80",,,628.00,,221.00,,,,3.00,,"1,881.80",215.00,129,86.00,44.58,37.71,419.55,정상,338.40,"1,129.90",1,2.63%,27.31,118.19%,여유재고,37.81,여유
2026. 3. 3,23014,d. 유제품,폴리 크림치즈 벌크 13.6kg,93.00,,,770.00,,,,,,,,863.00,115.00,67,48.00,29.00,25.00,240.50,주의,7.00,850.00,7,18.42%,3.72,116.00%,여유재고,51.93,주의
2026. 3. 3,24003,d. 유제품,폴리 컵포션치즈 28g,227.55,,,432.00,,432.00,,,10.00,,,"1,101.55",1.00,1,0.00,13.60,7.91,160.00,정상,30.47,408.87,3,7.89%,28.75,171.84%,보충임박,54.87,주의
2026. 3. 3,23954,d. 유제품,라스카스 크림치즈 1.36kg,923.70,,,756.00,,,,,,,,"1,679.70",179.00,75,104.00,75.45,45.57,555.40,정상,264.70,923.70,1,2.63%,20.27,165.56%,보충임박,52.66,주의
2026. 3. 3,24081,d. 유제품,뉴샤텔 크림치즈 벌크 13.6kg,401.00,,,"1,525.00",,,,,,,,"1,926.00",145.00,140,5.00,33.50,39.14,381.50,정상,126.00,780.00,2,5.26%,10.24,85.58%,여유재고,31.61,여유
2026. 3. 3,23996,d. 유제품,제니코 까망베르 크림치즈 1kg,58.80,,,,,,,,,,,58.80,5.40,3.3,2.10,2.85,1.09,20.85,정상,31.60,75.50,1,2.63%,54.16,262.50%,보충임박,80.20,주의
2026. 3. 3,24083,d. 유제품,슈라이버 슬라이스 치즈 120P,519.00,,,"3,178.00",,500.00,,,4.00,,,"4,201.00",107.00,16,91.00,87.00,49.14,957.63,주의,364.25,"1,196.50",1,2.63%,10.56,177.03%,보충임박,58.37,주의
2026. 3. 3,24082,d. 유제품,슈라이버 슬라이스 치즈 184P,714.75,,,270.00,,630.00,,,27.00,,,"1,641.75",23.00,1,22.00,74.06,38.75,867.63,주의,245.75,985.00,4,10.53%,18.45,191.13%,보충임박,62.15,주의
2026. 3. 3,24084,d. 유제품,슈라이버 스위스 슬라이스 치즈 120P,235.50,,,200.00,,500.00,,,23.00,,,958.50,72.00,55,17.00,33.31,24.89,277.38,주의,127.50,537.25,1,2.63%,9.46,133.82%,여유재고,45.96,여유
2026. 3. 3,24091,d. 유제품,슈라이버 컵포션 21g,131.20,,,144.00,,288.00,,,52.00,,,615.20,5.00,0,5.00,4.27,2.54,78.40,정상,131.00,329.20,1,2.63%,51.60,167.79%,보충임박,51.83,주의
2026. 3. 3,23939,d. 유제품,마스카포네 (엘다) 500g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,1.94,0.14,66.33,긴급,4.00,74.33,17,44.74%,0.00,1361.11%,즉시보충,0.00,여유
2026. 3. 3,23017,d. 유제품,체다 다이스치즈 2.27kg,75.75,589.00,,,,,,,,,,664.75,25.00,16,9.00,5.25,4.64,73.75,정상,19.00,401.25,3,7.89%,16.32,113.08%,여유재고,38.57,여유
2026. 3. 3,23019,d. 유제품,고다 다이스치즈 2.27kg,87.50,,,,,,,,,,,87.50,4.50,3,1.50,0.69,0.82,20.38,정상,25.25,94.25,1,2.63%,106.52,83.70%,여유재고,26.10,여유
2026. 3. 3,23020,d. 유제품,몬테레이잭 다이스치즈 2.27kg,66.00,138.00,,,,,,,,,,204.00,7.50,6,1.50,0.50,1.07,12.38,정상,44.25,113.25,1,2.63%,61.60,46.67%,여유재고,15.34,여유
2026. 3. 3,26002,d. 유제품,크로아상 버터 플레이트 2kg,283.60,,,400.00,,,,,,,,683.60,7.00,6,1.00,7.25,4.57,89.50,정상,33.80,430.60,1,2.63%,62.04,158.59%,보충임박,48.91,여유
2026. 3. 3,25015,d. 유제품,시앤오 데어리브랜드 (버터 79%),17.00,,,,"1,400.00",,,,,,,"1,417.00",61.00,41,20.00,6.25,8.71,27.50,주의,13.00,613.00,1,2.63%,1.95,71.72%,즉시보충,47.67,여유
2026. 3. 3,25025,d. 유제품,UDA버터 (미국산) 25kg,506.00,,,640.00,,,,,,,,"1,146.00",95.00,20,75.00,25.00,16.86,398.50,정상,12.00,659.00,3,7.89%,30.02,148.31%,여유재고,47.74,여유
